사업자번호,업체명,대표자명,주소,상세주소,대표전화,팩스,홈페이지
511-81-23123,부경수도(주),서명철,부산광역시 동래구 명장로22번길 74-3 (명장동),,070-8722-5501,051-522-5508,http://bkwater.allplaces.kr
135-86-22696,(주)에이치이비,김동식,경기도 용인시 기흥구 고매로 143-4 (고매동),,02-565-2593,031-624-6115,http://www.heb.or.kr
135-86-27954,(주)제영산업,홍승회,경기도 화성시 마도면 쌍송북로27번길 37,,031-8059-2821,031-8059-2851,http://www.biojeyoung.co.kr
135-86-33209,송현엘앤씨(주),권영선,"경기도 화성시 동탄순환대로 823, 803호 (영천동, 에이팩시티)",,031-8003-7740,031-716-6282,www.shsafeman.com
135-86-34095,(주)케이엘엘이디,김종식,경기도 화성시 봉담읍 효행로20번길 30,,031-222-3188,0303-0941-3188,http://www.klled.co.kr
135-86-42353,(주)한길알엠비,송영호,"경기도 오산시 양산로410번길 16, 2층 201호 (양산동,평강빌딩)",,031-373-5302,031-373-5301,http://
135-86-51658,(주)수호천사엔젤,김주형,"경기도 수원시 영통구 신원로 88, 101동 14층 1406호 (신동)",,031-695-7842,031-695-7847,http://
136-01-52987,청진기업,김진국,인천광역시 서구 대곡로339번길 25,,032-563-8353,032-563-8355,http://
136-02-43184,동남물산,김미순외 1명,"경기도 김포시 양촌읍 석모1로 184, 1층",,031-998-9876,031-998-9879,http://
136-02-57918,대동직물,김대근,경기도 김포시 하성면 하성로 740-20,,031-997-9832,031-997-9833,www.ddtexco.com
136-03-64774,에스지코리아,박한의,경기도 김포시 대곶면 대곶남로446번길 24-15,,031-997-0848,031-997-0864,
136-05-62431,미일화학,홍기,경기도 김포시 대곶면 종생로 199-8,,031-982-1246,031-984-1249,
305-10-63461,신중앙포장,김홍락,대전광역시 동구 산서로1660번길 176 (대별동),,042-271-7179,042-274-3111,http://
305-15-74148,화인TNC,이현용,세종특별자치시 연동면 명학산단로 127,,044-866-2611,070-8807-9206,http://
621-10-81774,금강제지,금윤석,부산광역시 기장군 기장읍 차성로216번길 27,,051-722-7786,051-722-7784,
621-14-88227,훈성산업사,이영우,부산광역시 금정구 공단로49번길 14 (금사동),,051-523-1506,051-524-1500,
621-16-74431,덕인산업,장남인,경상남도 양산시 유산공단3길 33 (교동),,055-385-1151,055-387-3914,http://www.duckin.me
621-20-62140,대림화학공업사,김철조,부산광역시 기장군 정관읍 용수공단2길 59,,051-728-4114,051-728-4116,http://
621-21-23047,에이테크부산,우도호,부산광역시 동래구 명륜로138번길 27 (명륜동),,000-000-0000,051-501-5968,http://
621-81-01580,(주)디티알 오토모티브,김상헌,울산광역시 울주군 온산읍 처용산업2길 12,,000-000-0000,,http://www.x-probattery.co.kr
621-81-05965,(자)동일콘크리트,최민교,경상남도 김해시 상동면 소락로 159,,055-331-6668,055-331-9156,
621-81-07376,(주)화성,최현수,경상남도 양산시 산막공단북2길 26 (산막동),,055-389-1155,055-387-2709,http://www.hsadhesive.co.kr
621-81-11356,츄고쿠삼화페인트(주),"TAMURA HIRONORI, 정순익",경상남도 김해시 한림면 김해대로927번길 322,,055-340-0772,055-340-0769,www.csp.co.kr
621-81-15935,동아화학(주),류기석,경상남도 양산시 산막공단북1길 53(산막동),,055-386-1218,055-385-0715,www.dongahchem.co.kr
621-81-16633,비엔철강(주),"이동오, 조우현",부산광역시 금정구 중앙대로 1817,(구서동),055-370-6560,055-370-6596,http://www.bn-chemical.com
215-81-02685,유한콘크리트산업(주),유경희,"부산광역시 기장군 정관읍 정관5로 26, 113호",,031-633-3100,031-633-0310,www.youhan.biz
126-81-59438,씨앤테크(주),차재정,경기도 여주시 강천면 곱새기로 24-38,,031-714-0497,031-714-9492,http://
126-81-63188,(주)피닉스,허정석,경기도 이천시 마장면 중부대로 571-14,,031-638-4470,031-637-3818,http://phx.co.kr
505-81-31889,(주)지이티-피씨,임상혁,경상북도 경주시 건천읍 용명공단길 183-20,,054-751-6464,054-751-9875,
505-81-33607,(주)우성케미칼,이병출,경상북도 영천시 북안면 대원당길 18,,054-333-1767,054-336-7230,http://www.wschemical.co.kr
505-81-36040,(주)글로벌오토트레이딩,정상진,경상남도 김해시 진례면 고모로526번길 31-31,,055-343-9444,055-343-9448,http://
505-81-41733,한국신기술산업(주),홍순팔,경상북도 경주시 강동면 새마을로 974,,054-762-3002,054-762-4002,www.handongrnc.com
505-81-44555,(주)그린이앤씨,조동현,경상북도 영천시 도남공단1길 8 (도남동),,054-338-3320,054-338-3324,http://
505-81-44574,(주)큰바위콘크리트,김정웅,경상북도 영천시 고경면 호국로 1569-38,,054-334-4054,054-338-8123,
505-81-44860,(주)크리오디엔에스,계동철,경상북도 영천시 고경면 호국로 1516-69,,054-338-0901,054-338-0905,http://
505-81-49322,효창산업(주),박효정,경상북도 영천시 금호읍 고수골길 39,,054-333-3796,054-337-9896,http://
505-81-55464,(주)한동아스콘,구민성,경상북도 포항시 북구 흥해읍 동해대로 1884,,054-762-1400,054-762-3035,www.handongrnc.com
505-81-58608,(주)대유산업,"김신형, 한필화",경상북도 경주시 천북면 산업로 4788-8,,054-774-7556,054-774-6996,http://
505-81-59039,(주)에슬린,천자우,경상북도 영천시 영천산단로 66 (채신동),,054-331-0566,054-331-0567,
505-81-61286,(주)선진디엔씨,박현생,대구광역시 북구 유통단지로 16,상가13동 2층 6호,053-851-8309,053-851-8311,
505-81-62650,(주)지에스앤티,이효상,경상북도 영천시 청통면 금송로 1039,,054-335-4694,054-335-4698,http://
505-81-65263,썬앤문바이오(주),권동혁,경상북도 경주시 안강읍 안현로 546,,054-763-2401,054-763-2405,http://
505-81-76566,삼양환경산업(주),정의갑,경상북도 영천시 도남공단2길 38,,054-336-2072,054-336-0296,
514-81-81364,(주)동영,남인수,대구광역시 달성군 구지면 국가산단대로46길 112,,053-638-3362,053-638-3362,http://
514-81-85282,(주)에스앤비라이팅,손홍배,대구광역시 달성군 구지면 국가산단대로32길 6,,053-584-7431,053-584-7432,www.snblighting.co.kr
514-81-89255,(주)남경창호건설,임종규,대구광역시 달성군 다사읍 서재본길 72-18,,053-585-6321,053-585-6323,
514-81-99277,(주)현진테크,이미영,경상북도 포항시 북구 청하면 사방공원길 449,,054-242-8778,054-242-8228,http://
514-82-10420,(사)한국지체장애인협회 달성군장애인재활자립작업장,우승윤,대구광역시 달성군 논공읍 논공로 242,,053-615-0506,053-616-0572,http://
515-01-78536,유풍산업,김병구,경상북도 문경시 산양면 산양공단1길 19-13,,054-552-2663,054-552-2664,http://www.yupung.com
515-05-16746,티엠로직스(세제몰),연정모,경상북도 경산시 진량읍 의송길 52,,053-853-3114,053-853-3116,http://www.tmlogics.com
515-05-61649,범성.팩,김재곤,경상북도 상주시 함창읍 영동길 9-9,,054-541-4833,054-541-4834,http://www.bspack.co.kr
515-06-63038,원라이팅,노지훈,경상북도 경산시 압량읍 가일길23길 16,,053-811-0805,053-811-0804,http://
515-08-22690,제이에스화학,최병현,경상북도 경산시 남산면 송내공단길 79,,053-854-3441,053-854-3442,http://
214-85-34765,(주)락앤락,김성훈,"서울특별시 서초구 서초대로38길 12, 10층(서초동, 마제스타시티타워2)",,02-520-9843,02-520-9517,
136-81-25371,(주)한국바로코,윤완중,경기도 김포시 통진읍 대서명로 65-1,,031-983-4188,031-983-4186,http://www.baroco.co.kr
136-81-26986,(주)윈앤윈우드,박용원,"서울특별시 송파구 오금로 491 (거여동, 윈윈빌딩 3,4층)",,02-3402-2788,043-882-8198,www.3wwood.co.kr
136-81-29455,진명기업(주),최환준,경기도 김포시 월곶면 안진골로64번길 13-14,,031-989-8980,031-989-8982,
136-81-31188,(주)삼보케미칼,김치곤,경기도 김포시 하성면 봉성로 65,,031-671-2484,031-601-8057,www.sambochem.com
136-81-31567,(주)아이케이,이상진,"인천광역시 서구 검단천로 151 (오류동, 1536-1, 1533)",,032-562-8114,032-568-6114,ik.co.kr
136-81-32625,한국코머스켐(주),이대홍,인천광역시 서구 원당대로262번길 9 (오류동),,032-565-8274,032-565-5255,
136-81-33148,(주)성훈라이팅,"오준영, 김헌준",인천광역시 서구 보듬로 158,"공존 712호(오류동,블루텍)",031-981-0195,031-996-2450,http://
127-81-72128,(주)코아캠,서득훈,경기도 동두천시 강변로 850번길 18 (동두천동),,031-861-3351,031-861-3351,
127-81-73433,(주)진경,조공명,경기도 포천시 소흘읍 아랫용상2길 10,,031-544-9906,031-544-9901,
127-81-78156,(주)태경포리마,권혁준,경기도 양주시 은현면 은현로107번길 97,,031-863-8716,031-863-8950,http://tkpolymer.co.kr
127-81-78549,삼중씨엠텍(주),지상호,경기도 포천시 내촌면 매봉1길 12-15,,031-532-3530,031-531-3532,www.sjcmt.co.kr
127-81-78817,조은산업(주),민경덕,경기도 연천군 전곡읍 양연로1162번길 60,,031-832-0707,,www.yespipe.co.kr
124-81-40699,한일테크(주),박해익,경기도 화성시 정남면 만년로 477-30,,031-352-2266,031-352-7090,www.i-hanil.co.kr
137-81-45012,(주)은성교구,김형명,경기도 김포시 월곶면 비석동로50번길 122-48,,031-997-2955,031-997-2953,
137-81-46966,대한폴리텍(주),"이우석, 이종관",충청남도 부여군 임천면 부흥로171번길 27,,031-989-2350,031-989-2358,http://www.ptkorea.co.kr
137-81-50193,(주)삼성케미칼,신언기,경기도 김포시 하성면 봉성로 126,,031-989-7422,031-989-1556,http://
137-81-50437,(주)아이젠,최명자,경기도 김포시 월곶면 애기봉로 242,,02-6092-7300,02-3662-8110,http://
137-81-50515,(주)광일체어,오상효,인천광역시 서구 건지로109번길 21 (석남동),,032-576-5361,032-575-5783,
137-81-51834,(주)위드퍼,한상담,인천광역시 서구 봉수대로 1580 (금곡동),,032-446-5364,032-446-5363,http://
137-81-52191,(주)휴인텍,문성식,경기도 화성시 팔탄면,노하리621-18,02-3448-5522,02-3448-5311,
137-81-53036,동위기업(주),전경탁,경기도 이천시 마장면 중부대로 7,,031-637-0562,031-637-0563,www.dongwee.co.kr
606-43-61888,하나미산업,송춘식,부산광역시 사상구 낙동대로1348번길 69,,051-305-5588,051-305-5591,www.hanami.co.kr
606-81-00205,조광페인트(주),양성아,부산광역시 사상구 삼덕로5번길 148 (삼락동),,051-366-9265,051-304-3397,http://www.chokwangpaint.co.kr
606-81-10358,(주)크린랲,승문수,"서울특별시 강남구 봉은사로 313, 5층(논현동, 크린랲빌딩)",,055-320-0700,055-338-8863,www.clenawrap.co.kr
606-81-11982,한국호진공업(주),곽철주,부산광역시 사하구 신산로13번길 59 (신평동),,051-301-4531,051-301-0196,http://
606-81-12206,부광화학공업(주),이병태,부산광역시 강서구 녹산산단262로13번길 41(송정동),,051-831-5111,051-831-5700,
606-81-14183,호제환경산업(주),이호경,"부산광역시 사상구 낙동대로 910, E315(감전동, 마트월드)",,051-710-1440,051-710-1442,
114-86-41435,(주)함소아제약,최재국,"서울특별시 강남구 도산대로16길 13-16, 함소아빌딩 지하1층 (논현동, 함소아 빌딩)",,000-000-0000,02-3443-0825,http://www.hamsoapharm.com
114-86-43336,(주)넥스코,권은화,충청남도 공주시 탄천면 금백로 1270,,041-852-5901,041-857-5910,
114-86-50195,(주)홍진티이씨에이치,유권하,"서울특별시 서초구 동작대로 120, 404호 (방배동, 성산빌딩)",,02-591-2850,02-591-2870,http://WWW.hongjintech.co.kr
114-86-52650,(주)아성냉기,이정수,"서울특별시 서초구 서초대로60길 9-6(서초동,아성빌딩4층)",,02-588-1144,02-584-1616,www.durkflex.co.kr
114-86-65155,엠유컨스(주),이재훈,"서울특별시 영등포구 국제금융로6길 33, 1027호 (여의도동, 맨하탄빌딩)",,02-769-1566,02-783-5405,http://
114-86-75065,아하방수텍(주),안동수,"경기도 성남시 중원구 사기막골로 177, 719호 (상대원동, 금강하이테크밸리)",,031-777-5401,031-777-5403,
114-86-86621,(주)텍스메이드,정현열,경기도 남양주시 강변북로 658-27 (수석동),,02-533-4460,02-533-4462,http://tex-made.co.rk
114-87-05284,(주)스마트퀸,이미준,경기도 시흥시 공단1대로27번길 25 (정왕동),,031-431-6362,031-433-6362,www.스마트퀸.COM
114-87-25107,(주)엘케이건설,이민영,경기도 양주시 만송로330번길 30-9 (만송동),,031-841-0603,031-824-0602,http://lnkcompany.co.kr
114-88-00398,(주)기호,손부홍,경기도 평택시 현덕면 인광3길 42-14(나),,031-683-0691,031-681-8190,
116-02-10151,에코월드,서동규,경기도 포천시 자작로 111 (자작동),,070-8229-1294,031-535-1296,http://www.biocrete.co.kr
116-81-03335,보승산업(주),구본균,서울특별시 영등포구 국제금융로8길 19 (여의도동),,02-783-2371,02-782-0500,http://bosung411.co.kr/
220-88-64630,아세아시멘트(주),이훈범,서울특별시 강남구 논현로 430 (역삼동),,02-527-6500,02-527-6699,http://www.asiacement.co.kr
220-88-73556,(주)쏠라페,홍진경,"경기도 하남시 조정대로 35, 에프 -1014호 (풍산동, 미사 하우스디 엘타워 )",,02-1661-8759,050-5369-8259,http://
221-09-24859,성원기업,서상숙,강원도 춘천시 퇴계공단1길 55,,033-242-5775,033-242-5733,http://
221-81-08398,(주)녹색산업,이호문,강원도 춘천시 동산면 종자리로 570,,033-262-9380,033-261-9380,
221-81-10759,(합)세가온,편인철,강원도 춘천시 퇴계공단길 94,,033-254-9486,033-256-9486,
221-81-11175,대림프라스틱(주),지남기,"강원도 춘천시 퇴계공단1길 11 (퇴계동, 퇴계농공단지)",,033-262-8337,033-262-8334,
221-81-12683,(주)비룡씨에이치씨,박광구,강원도 춘천시 동산면 논골길 17-24,,033-261-9495,031-261-9489,http://
221-81-12868,신원기업(주),전경수,강원도 춘천시 남산면 소주고개로 388,,033-261-6599,033-261-7399,http://
221-81-13829,(주)한국엘이디,박형필,강원도 춘천시 퇴계공단길 62,(퇴계동 ),033-263-1430,033-263-1432,http://www.koled.kr
221-81-14944,(주)전진기업,진기복,강원도 춘천시 삭주로145번길 79,,033-257-1935,033-251-9816,
221-81-18275,(주)한국편의시설산업,고일석,강원도 춘천시 남산면 보매기길 63,,033-242-3164,033-334-3162,http://
221-81-21668,지혜안전(주),"장덕범, 홍경숙",강원도 춘천시 동산면 원무동길 114,,033-261-4751,033-261-4752,http://
515-81-36824,대일산업(주),"강대윤, 변순자",경상북도 경산시 와촌면 팔공로149길 64,,053-852-6778,053-857-4433,http://www.daeilblock.com
515-81-41045,(주)우리마루,한봉식,경상북도 경산시 용성면 구룡로 56,,053-814-5253,053-814-5254,http://www.wooreemaru.com
515-81-42568,(주)태영이피에스,김종문,경상북도 경산시 진량읍 일연로 576,,053-854-3355,053-851-6633,
515-81-45037,(주)필드글로벌,엄미정,경기도 광주시 곤지암읍 경충대로 732-6,3층 (엘케이빌딩),053-857-6647,053-852-8437,
515-81-54104,스마일가구(주),김상철,"경상북도 경산시 압량면 내리길 67, 1층",,053-818-4807,,www.smilegagu.co.kr
515-81-54346,(주)김앤장,김유경,"서울특별시 강서구 공항대로 44, 4층","(공항동, 성연빌딩)",031-351-2395,031-351-2396,http://
515-82-05823,대한민국상이군경회울산지부 제지사업소,김불식,울산광역시 울주군 삼동면 당고개2길 18,,052-247-0433,052-257-8744,
515-85-09062,(주)해림환경개발,김탁동,경상북도 경산시 남천면 남성현로 894,,053-813-5678,053-813-0056,
516-86-00440,(주)서홍,장재호,대구광역시 달성군 현풍읍 현풍중앙로 84-1,,053-615-0911,053-631-8216,http://
516-88-00177,(주)엠알테크,배상돈,충청남도 천안시 서북구 입장면 가산연곡길 154,,041-587-8572,041-422-2202,http://
